,0:00:30,0:01:00,0:05:00,0:15:00,1:00:00,2:00:00
BWC_Random,0.054005880996249554,0.0664980455470077,0.06433137025573821,0.06623869119878666,0.06543781171435069,0.06728777396989857
BWC_uniform,0.12555258374439468,0.100676967126333,0.0801580048799115,0.08437770081486712,0.08437770081486712,0.08437770081486712
BWC_SQUISH,0.11467325816249598,0.08152058968973366,0.023338490566786177,0.021306408575603196,0.021227641132668174,0.021418366415442983
BWC_SQUISH_Delay,0.036914207696631895,0.039128319640704005,0.02284804571028789,0.021239686492529167,0.021163697895803132,0.02143503020382961
BWC_STTrace,0.08872698540550726,0.06854717660493821,0.020195529786303516,0.018583880175460366,0.01866769945001469,0.018950552342925597
BWC_STTrace_Delay,0.034231010775311946,0.03707927906180275,0.01893710063816115,0.018983182630615412,0.01875897377501463,0.018976610769836692
BWC_STTrace_Imp,0.08872698540550726,0.06854717660493821,0.0178779789291175,0.014190452300513768,0.013508964857439453,0.013543303321537968
BWC_STTrace_Imp_Delay,0.02969321537345551,0.031867313880881085,0.01445958117512874,0.013803988979700593,0.013453345876233763,0.013520412586626038
BWC_DR,0.025771382323975845,0.027302853279180868,0.027161413304557402,0.02720175051992925,0.026661404776943134,0.02722984211804347
