,0:30:00,1:00:00,2:00:00,4:00:00,8:00:00
BWC_Random,0.25914601604589993,0.26742386382757577,0.2677329514585902,0.2676152863398197,0.27088440793170215
BWC_uniform,0.2740544567297433,0.2740544567297433,0.2740544567297433,0.2740544567297433,0.2740544567297433
BWC_SQUISH,0.15106903665185414,0.15340669297795875,0.15015930187574877,0.1501617228771863,0.14590333374516937
BWC_SQUISH_Delay,0.15005119259875258,0.15285897065835846,0.14923923716924944,0.14950850164699542,0.14568453092420622
BWC_STTrace,0.12271181660210555,0.11992927719071349,0.11693125889965508,0.11472862532263428,0.11185555645272445
BWC_STTrace_Delay,0.11569580960534458,0.11628048988827448,0.1151143612779259,0.11381872419742682,0.11169886393741373
BWC_STTrace_Imp,0.18867968040760433,0.18578877987143902,0.18635905813812498,0.18670422774324272,0.1891841814082705
BWC_STTrace_Imp_Delay,0.18673263681571164,0.1852006082900443,0.18591544684303596,0.18675428955812315,0.18920252063375587
BWC_DR,0.1610299650091454,0.16265713257239736,0.16186736716717695,0.15807571610678314,0.15921980742546776
