,0:01:00,0:05:00,0:15:00,1:00:00
BWC_Random,0.028016048331571865,0.029086259513322603,0.030419934450685124,0.028553598871868924
BWC_uniform,0.05254405839656632,0.05254405839656632,0.05254405839656632,0.05254405839656632
BWC_SQUISH,0.025121320050002477,0.005245209918277159,0.004503594271148814,0.004420100458865344
BWC_SQUISH_Delay,0.011682422319565424,0.0052206974503061785,0.0044843403509737135,0.00439530483044913
BWC_STTrace,0.015401967218548066,0.0035045820299307627,0.003107539705055817,0.003008714574936115
BWC_STTrace_Delay,0.003306192083114169,0.0030973478862894328,0.0030072439108819607,0.0029739153944882534
BWC_STTrace_Imp,0.015300718227471834,0.0034609057181818844,0.0032813676356566097,0.003217596372472625
BWC_STTrace_Imp_Delay,0.003595648509197244,0.0032373340003009395,0.0032057300107007944,0.003197300365030054
BWC_DR,0.018128053432473364,0.019026591881432412,0.01920056708297345,0.019764586115563483
