,ais_anomalies_0:00:15,ais_anomalies_0:00:30
<class 'src.bwc.dr.BWC_DR'>,7.364704427405392,15.12450544015826
<class 'bwc.dr_anomaly.BWC_DR_anomaly_new'>,7.082859262923572,14.790677546983185
