,1:00:00,6:00:00,"1 day, 0:00:00","7 days, 0:00:00","31 days, 0:00:00"
BWC_Random,703.0151673120756,769.5165053516469,742.5671779134018,776.304413925021,796.6932036943787
BWC_uniform,3592.5548189840206,2176.7178535751727,2176.7178535751727,2176.7178535751727,2176.7178535751727
BWC_SQUISH,3956.395717268033,126.18681259552677,107.53009563876687,104.08408172683866,76.9282175882643
BWC_SQUISH_Delay,446.5585193583321,125.74168932347665,107.76306600841023,104.31448437465748,76.8557459844026
BWC_STTrace,3456.6689552293014,96.42731369616277,81.33089478901401,74.31672694609618,54.20845947646484
BWC_STTrace_Delay,210.25034322541745,90.50759074533126,86.9473605375423,77.55349563471589,54.07155033226102
BWC_STTrace_Imp,3456.535558721209,76.05667550956537,60.29212660840155,49.202293595245145,31.608977884711315
BWC_STTrace_Imp_Delay,157.17051544481606,65.32060860285434,56.96263240579184,48.858357515426206,31.513675482106134
BWC_DR,494.384437555033,464.04653543409216,622.775362237266,599.1422627672116,570.0746628930317
