,12:00:00,"1 day, 0:00:00","2 days, 0:00:00","5 days, 0:00:00"
BWC_Random,1107.8069828383464,1092.5834768710058,1070.8302473163576,935.2302857333459
BWC_uniform,1276.6275955969063,1306.5630604849787,1306.5630604849787,1306.5630604849787
BWC_SQUISH,123.17582481724257,134.57899218753903,159.1426935872394,169.42178764295141
BWC_SQUISH_Delay,122.97880857050747,134.18899981686445,159.0510696906025,169.36862896221763
BWC_STTrace,53.280333627121806,57.03974814899767,73.67878728929612,91.4767063989305
BWC_STTrace_Delay,53.15959217131453,59.0200125760301,73.87716613737702,92.01529110027394
BWC_STTrace_Imp,553.9808102052234,550.8782593949493,568.5039906264858,605.7295948356992
BWC_STTrace_Imp_Delay,555.9898803683967,554.7645015991862,568.8626334565867,605.3528232459365
BWC_DR,194.56937661819114,178.1310986854054,169.19276889598788,179.31505281312653
