,ais_anomalies_0:00:15,ais_anomalies_0:00:30
<class 'src.bwc.dr.BWC_DR'>,7.67771456838981,15.609545004945598
<class 'bwc.dr_anomaly.BWC_DR_anomaly_new'>,7.235468711352956,15.379080118694363
