1, 6, 24, 168, 744
BWC_Random,1927.2271406597163,10891.99890770071,43722.350183150185,297717.52991452994,1349257.9995519712
BWC_STTrace_Imp,741.7948294516258,6434.054345194868,39847.36926328502,292924.4660430839,1252613.0470728793
BWC_STTrace_Imp_Delay,2891.881259591883,14086.018000604046,48529.76523783686,338765.1604686704,1287678.778479881
BWC_SQUISH,769.1947497295142,7008.088779956427,42902.71944444445,313147.54393424036,1352508.270609319
BWC_SQUISH_Delay,3834.2239527084635,17326.463364542433,53921.80219448966,361257.02756551764,1391480.0779731744
BWC_STTrace,731.676499060418,6466.518700072622,40254.57028985507,287497.71513605444,1214226.2757467146
BWC_STTrace_Delay,2876.622520320582,13358.435940803383,46697.3942243926,331859.0910737533,1248514.5214903129
BWC_DR,2004.7344114799841,10275.917513919148,41217.775120772945,276094.85901360546,1178469.0113500596
