,ais_anomalies_0:00:15,ais_anomalies_0:00:30
<class 'src.bwc.dr.BWC_DR'>,7.121866640245715,14.672397798255922
<class 'bwc.dr_anomaly.BWC_DR_anomaly_new'>,6.8562369959377785,14.48512585812357
