60, 300, 900, 3600
BWC_Random,35.06420955030134,155.04778554778554,451.66087470449173,1756.028409090909
BWC_STTrace_Imp,6.634606481481481,101.07222222222222,418.5130787037037,1818.1542824074074
BWC_STTrace_Imp_Delay,43.037177716390424,207.00919310114713,541.4033736158862,1974.2350863917266
BWC_SQUISH,13.973032407407407,110.62060185185184,460.7959490740741,1978.4197916666667
BWC_SQUISH_Delay,55.07090239410682,234.0097568833201,597.6967655141488,2150.7477728476592
BWC_STTrace,6.854398148148148,101.27662037037037,417.9193287037037,1821.9625
BWC_STTrace_Delay,42.142955801104975,201.8463290877084,539.2774436868309,1973.5298501473303
BWC_DR,22.879050925925927,125.66030092592592,406.9678240740741,1682.0541666666666
