,0:01:00,0:05:00,0:15:00,1:00:00
BWC_Random,14.666975872580213,14.819974696346687,14.649368374761007,14.73609058898048
BWC_uniform,15.15422008275321,15.15422008275321,15.15422008275321,15.15422008275321
BWC_SQUISH,14.085773187174514,8.803002811473613,7.7759437865675265,7.854251560282891
BWC_SQUISH_Delay,12.695042053614355,8.665186381313763,7.703214577903631,7.746371149113512
BWC_STTrace,13.806629959041866,7.249489351369992,5.970361945097439,6.048220704048713
BWC_STTrace_Delay,8.220199380350998,5.3996580006464425,5.6867409148851245,5.913788176372364
BWC_STTrace_Imp,13.817744593637702,7.267353142640398,5.913458314695184,5.725433173202084
BWC_STTrace_Imp_Delay,8.40792285888407,5.899022637690805,5.690980979670492,5.620437403115614
BWC_DR,11.720402564641947,11.491632626165288,11.538958571912316,11.53866756235153
