,0:00:30,0:01:00,0:05:00,0:15:00,1:00:00,2:00:00
BWC_Random,0.0841621840811077,0.08861796853765189,0.08808018238665707,0.0911693448235639,0.08776557959687752,0.09017891969290362
BWC_uniform,0.08493384743781324,0.08678505995173245,0.09072406514441328,0.09082716771810745,0.09082716771810745,0.09082716771810745
BWC_SQUISH,0.07275572847368532,0.05245391036674221,0.03980358086519017,0.03733882262472387,0.036644705893867355,0.03725162709197036
BWC_SQUISH_Delay,0.061493930719151005,0.05048090011519789,0.03954387139770922,0.037237905817014784,0.03660874224761512,0.03722349037999768
BWC_STTrace,0.06836457647211495,0.04658755122618067,0.03311300434076488,0.030299967863232004,0.02931060263657984,0.029588787010029163
BWC_STTrace_Delay,0.04228737853863937,0.03302281597960393,0.03019395498758687,0.02941401450146584,0.029059587253244683,0.029471732380294463
BWC_STTrace_Imp,0.06786304103181469,0.04602139604257133,0.03366346497537098,0.03225410246706276,0.031758678298087234,0.03162877848278606
BWC_STTrace_Imp_Delay,0.042544022845970024,0.03350361194486407,0.03268862954538468,0.03192954734245858,0.03172481089031593,0.03161937544275064
BWC_DR,0.04276981044247016,0.0474998562844041,0.05025636192920107,0.04990142320299987,0.05188463796647679,0.05202858418349631
