,12:00:00,"1 day, 0:00:00","2 days, 0:00:00","5 days, 0:00:00"
BWC_Random,0.0,0.0,0.0,0.0
BWC_uniform,3.1231575212833632e-18,3.1231575212833632e-18,3.1231575212833632e-18,3.1231575212833632e-18
BWC_SQUISH,0.0,0.0,0.0,0.0
BWC_SQUISH_Delay,0.0,0.0,0.0,0.0
BWC_STTrace,0.0,0.0,0.0,0.0
BWC_STTrace_Delay,0.0,0.0,0.0,0.0
BWC_STTrace_Imp,0.0,0.0,0.0,0.0
BWC_STTrace_Imp_Delay,0.0,0.0,0.0,0.0
BWC_DR,0.0,0.0,0.0,0.0
