,ais_anomalies_0:00:15,ais_anomalies_0:00:30
<class 'src.bwc.dr.BWC_DR'>,7.102761243386244,14.628285728429285
<class 'bwc.dr_anomaly.BWC_DR_anomaly_new'>,6.850363756613756,14.372209296569476
